age,nw_pctile,s
32,22,0.5000
32,23,0.5000
32,24,0.5000
32,25,0.5000
32,26,0.5000
32,27,0.5000
32,28,0.5000
32,29,0.5000
32,30,0.5000
32,31,0.5000
32,32,0.5000
32,33,0.5000
32,34,0.5000
32,35,0.5000
32,36,0.5000
32,37,0.5000
32,38,0.5000
32,39,0.5000
32,40,0.5000
32,41,0.5000
32,42,0.5000
32,43,0.5000
32,44,0.5000
32,45,0.5000
32,46,0.5000
32,47,0.5000
32,48,0.5000
32,49,0.5000
32,50,0.5000
32,51,0.6500
32,52,0.6500
32,53,0.6500
32,54,0.6500
32,55,0.6500
32,56,0.6500
32,57,0.6500
32,58,0.6500
32,59,0.6500
32,60,0.6500
32,61,0.6500
32,62,0.6500
32,63,0.6500
32,64,0.6500
32,65,0.6500
32,66,0.6500
32,67,0.6500
32,68,0.6500
32,69,0.6500
32,70,0.6500
32,71,0.6500
32,72,0.6500
32,73,0.6500
32,74,0.6500
32,75,0.6500
32,76,0.6500
32,77,0.6500
32,78,0.6500
32,79,0.6500
32,80,0.6500
32,81,0.6500
32,82,0.6500
32,83,0.6500
32,84,0.6500
32,85,0.6500
32,86,0.6500
32,87,0.6500
32,88,0.6500
32,89,0.6500
32,90,0.6500
32,91,0.8000
32,92,0.8000
32,93,0.8000
32,94,0.8000
32,95,0.8000
32,96,0.8000
32,97,0.8000
32,98,0.8000
32,99,0.8000
32,100,0.8700
33,1,0.5000
33,2,0.5000
33,3,0.5000
33,4,0.5000
33,5,0.5000
33,6,0.5000
33,7,0.5000
33,8,0.5000
33,9,0.5000
33,10,0.5000
33,11,0.5000
33,12,0.5000
33,13,0.5000
33,14,0.5000
33,15,0.5000
33,16,0.5000
33,17,0.5000
33,18,0.5000
33,19,0.5000
33,20,0.5000
33,21,0.5000
33,22,0.5000
33,23,0.5000
33,24,0.5000
33,25,0.5000
33,26,0.5000
33,27,0.5000
33,28,0.5000
33,29,0.5000
33,30,0.5000
33,31,0.5000
33,32,0.5000
33,33,0.5000
33,34,0.5000
33,35,0.5000
33,36,0.5000
33,37,0.5000
33,38,0.5000
33,39,0.5000
33,40,0.5000
33,41,0.5000
33,42,0.5000
33,43,0.5000
33,44,0.5000
33,45,0.5000
33,46,0.5000
33,47,0.5000
33,48,0.5000
33,49,0.5000
33,50,0.5000
33,51,0.6500
33,52,0.6500
33,53,0.6500
