age,nw_pctile,s
28,41,0.1213
28,42,0.1243
28,43,0.1273
28,44,0.1303
28,45,0.1333
28,46,0.1363
28,47,0.1393
28,48,0.1423
28,49,0.1453
28,50,0.1483
28,51,0.1523
28,52,0.1563
28,53,0.1603
28,54,0.1643
28,55,0.1683
28,56,0.1723
28,57,0.1763
28,58,0.1803
28,59,0.1843
28,60,0.1883
28,61,0.1923
28,62,0.1963
28,63,0.2003
28,64,0.2043
28,65,0.2083
28,66,0.2123
28,67,0.2163
28,68,0.2203
28,69,0.2243
28,70,0.2283
28,71,0.2363
28,72,0.2443
28,73,0.2523
28,74,0.2603
28,75,0.2683
28,76,0.2763
28,77,0.2843
28,78,0.2923
28,79,0.3003
28,80,0.3083
28,81,0.3163
28,82,0.3243
28,83,0.3323
28,84,0.3403
28,85,0.3483
28,86,0.3603
28,87,0.3723
28,88,0.3843
28,89,0.3963
28,90,0.4083
28,91,0.4315
28,92,0.4547
28,93,0.4778
28,94,0.5010
28,95,0.5242
28,96,0.5543
28,97,0.5845
28,98,0.6147
28,99,0.6448
28,100,0.8000
29,1,0.0492
29,2,0.0505
29,3,0.0519
29,4,0.0533
29,5,0.0547
29,6,0.0561
29,7,0.0574
29,8,0.0588
29,9,0.0602
29,10,0.0616
29,11,0.0630
29,12,0.0643
29,13,0.0657
29,14,0.0671
29,15,0.0685
29,16,0.0699
29,17,0.0712
29,18,0.0726
29,19,0.0740
29,20,0.0754
29,21,0.0768
29,22,0.0781
29,23,0.0795
29,24,0.0809
29,25,0.0823
29,26,0.0836
29,27,0.0850
29,28,0.0864
29,29,0.0878
29,30,0.0892
29,31,0.0922
29,32,0.0952
29,33,0.0982
29,34,0.1012
29,35,0.1042
29,36,0.1072
29,37,0.1102
29,38,0.1132
29,39,0.1162
29,40,0.1192
29,41,0.1222
29,42,0.1252
29,43,0.1282
29,44,0.1312
29,45,0.1342
29,46,0.1372
29,47,0.1402
29,48,0.1432
29,49,0.1462
29,50,0.1492
29,51,0.1532
29,52,0.1572
29,53,0.1612
29,54,0.1652
29,55,0.1692
29,56,0.1732
29,57,0.1772
29,58,0.1812
29,59,0.1852
29,60,0.1892
29,61,0.1932
29,62,0.1972
29,63,0.2012
29,64,0.2052
29,65,0.2092
29,66,0.2132
29,67,0.2172
29,68,0.2212
29,69,0.2252
29,70,0.2292
29,71,0.2372
29,72,0.2452
29,73,0.2532
29,74,0.2612
29,75,0.2692
29,76,0.2772
29,77,0.2852
29,78,0.2932
29,79,0.3012
29,80,0.3092
29,81,0.3172
29,82,0.3252
29,83,0.3332
29,84,0.3412
29,85,0.3492
29,86,0.3612
29,87,0.3732
29,88,0.3852
29,89,0.3972
29,90,0.4092
29,91,0.4323
29,92,0.4553
29,93,0.4784
29,94,0.5015
29,95,0.5246
29,96,0.5547
29,97,0.5848
29,98,0.6148
29,99,0.6449
29,100,0.8000
30,1,0.0500
30,2,0.0514
30,3,0.0528
30,4,0.0541
30,5,0.0555
30,6,0.0569
30,7,0.0583
30,8,0.0597
30,9,0.0610
30,10,0.0624
30,11,0.0638
30,12,0.0652
30,13,0.0666
30,14,0.0679
30,15,0.0693
30,16,0.0707
30,17,0.0721
30,18,0.0734
30,19,0.0748
30,20,0.0762
30,21,0.0776
30,22,0.0790
30,23,0.0803
30,24,0.0817
30,25,0.0831
30,26,0.0845
30,27,0.0859
30,28,0.0872
30,29,0.0886
30,30,0.0900
30,31,0.0930
30,32,0.0960
30,33,0.0990
30,34,0.1020
30,35,0.1050
30,36,0.1080
30,37,0.1110
30,38,0.1140
30,39,0.1170
30,40,0.1200
30,41,0.1230
30,42,0.1260
30,43,0.1290
30,44,0.1320
30,45,0.1350
30,46,0.1380
30,47,0.1410
30,48,0.1440
30,49,0.1470
30,50,0.1500
30,51,0.1540
30,52,0.1580
30,53,0.1620
30,54,0.1660
30,55,0.1700
30,56,0.1740
30,57,0.1780
30,58,0.1820
30,59,0.1860
30,60,0.1900
30,61,0.1940
30,62,0.1980
30,63,0.2020
30,64,0.2060
30,65,0.2100
30,66,0.2140
30,67,0.2180
30,68,0.2220
30,69,0.2260
30,70,0.2300
30,71,0.2380
30,72,0.2460
30,73,0.2540
30,74,0.2620
30,75,0.2700
30,76,0.2780
30,77,0.2860
30,78,0.2940
30,79,0.3020
30,80,0.3100
30,81,0.3180
30,82,0.3260
30,83,0.3340
30,84,0.3420
30,85,0.3500
30,86,0.3620
30,87,0.3740
30,88,0.3860
30,89,0.3980
30,90,0.4100
30,91,0.4330
30,92,0.4560
30,93,0.4790
30,94,0.5020
30,95,0.5250
30,96,0.5550
30,97,0.5850
30,98,0.6150
30,99,0.6450
30,100,0.8000
31,1,0.0550
31,2,0.0564
31,3,0.0578
31,4,0.0591
31,5,0.0605
31,6,0.0619
31,7,0.0633
31,8,0.0647
31,9,0.0660
31,10,0.0674
31,11,0.0688
31,12,0.0702
31,13,0.0716
31,14,0.0729
31,15,0.0743
31,16,0.0757
31,17,0.0771
31,18,0.0784
31,19,0.0798
31,20,0.0812
31,21,0.0826
31,22,0.0840
31,23,0.0853
31,24,0.0867
31,25,0.0881
31,26,0.0895
31,27,0.0909
31,28,0.0922
31,29,0.0936
31,30,0.0950
31,31,0.0980
31,32,0.1010
31,33,0.1040
31,34,0.1070
31,35,0.1100
31,36,0.1130
31,37,0.1160
31,38,0.1190
31,39,0.1220
31,40,0.1250
31,41,0.1280
31,42,0.1310
31,43,0.1340
31,44,0.1370
31,45,0.1400
31,46,0.1430
31,47,0.1460
31,48,0.1490
31,49,0.1520
31,50,0.1550
31,51,0.1590
31,52,0.1630
31,53,0.1670
31,54,0.1710
31,55,0.1750
31,56,0.1790
31,57,0.1830
31,58,0.1870
31,59,0.1910
31,60,0.1950
31,61,0.1990
31,62,0.2030
31,63,0.2070
31,64,0.2110
31,65,0.2150
31,66,0.2190
31,67,0.2230
31,68,0.2270
31,69,0.2310
31,70,0.2350
31,71,0.2430
31,72,0.2510
31,73,0.2590
31,74,0.2670
31,75,0.2750
31,76,0.2830
31,77,0.2910
31,78,0.2990
31,79,0.3070
31,80,0.3150
31,81,0.3230
31,82,0.3310
31,83,0.3390
31,84,0.3470
31,85,0.3550
31,86,0.3670
31,87,0.3790
31,88,0.3910
31,89,0.4030
31,90,0.4150
31,91,0.4375
31,92,0.4600
31,93,0.4825
31,94,0.5050
31,95,0.5275
31,96,0.5570
31,97,0.5865
31,98,0.6160
31,99,0.6455
31,100,0.8000
32,1,0.0600
32,2,0.0614
32,3,0.0628
32,4,0.0641
32,5,0.0655
32,6,0.0669
32,7,0.0683
32,8,0.0697
32,9,0.0710
32,10,0.0724
32,11,0.0738
32,12,0.0752
32,13,0.0766
32,14,0.0779
32,15,0.0793
32,16,0.0807
32,17,0.0821
32,18,0.0834
32,19,0.0848
32,20,0.0862
32,21,0.0876
32,22,0.0890
32,23,0.0903
32,24,0.0917
32,25,0.0931
32,26,0.0945
32,27,0.0959
32,28,0.0972
32,29,0.0986
32,30,0.1000
32,31,0.1030
32,32,0.1060
32,33,0.1090
32,34,0.1120
32,35,0.1150
32,36,0.1180
32,37,0.1210
32,38,0.1240
32,39,0.1270
32,40,0.1300
32,41,0.1330
32,42,0.1360
32,43,0.1390
32,44,0.1420
32,45,0.1450
32,46,0.1480
32,47,0.1510
32,48,0.1540
32,49,0.1570
32,50,0.1600
32,51,0.1640
32,52,0.1680
32,53,0.1720
32,54,0.1760
32,55,0.1800
32,56,0.1840
32,57,0.1880
32,58,0.1920
32,59,0.1960
32,60,0.2000
32,61,0.2040
32,62,0.2080
32,63,0.2120
32,64,0.2160
32,65,0.2200
32,66,0.2240
32,67,0.2280
32,68,0.2320
32,69,0.2360
32,70,0.2400
32,71,0.2480
32,72,0.2560
32,73,0.2640
32,74,0.2720
32,75,0.2800
32,76,0.2880
32,77,0.2960
32,78,0.3040
32,79,0.3120
32,80,0.3200
32,81,0.3280
32,82,0.3360
32,83,0.3440
32,84,0.3520
32,85,0.3600
32,86,0.3720
32,87,0.3840
32,88,0.3960
32,89,0.4080
32,90,0.4200
32,91,0.4420
32,92,0.4640
32,93,0.4860
32,94,0.5080
32,95,0.5300
32,96,0.5590
32,97,0.5880
32,98,0.6170
32,99,0.6460
32,100,0.8000
33,1,0.0650
33,2,0.0664
33,3,0.0678
33,4,0.0691
33,5,0.0705
33,6,0.0719
33,7,0.0733
33,8,0.0747
33,9,0.0760
33,10,0.0774
33,11,0.0788
33,12,0.0802
33,13,0.0816
33,14,0.0829
33,15,0.0843
33,16,0.0857
33,17,0.0871
33,18,0.0884
33,19,0.0898
33,20,0.0912
33,21,0.0926
33,22,0.0940
33,23,0.0953
33,24,0.0967
33,25,0.0981
33,26,0.0995
33,27,0.1009
33,28,0.1022
33,29,0.1036
33,30,0.1050
33,31,0.1080
33,32,0.1110
33,33,0.1140
33,34,0.1170
33,35,0.1200
33,36,0.1230
33,37,0.1260
33,38,0.1290
33,39,0.1320
33,40,0.1350
33,41,0.1380
33,42,0.1410
33,43,0.1440
33,44,0.1470
33,45,0.1500
33,46,0.1530
33,47,0.1560
33,48,0.1590
33,49,0.1620
33,50,0.1650
33,51,0.1690
33,52,0.1730
33,53,0.1770
